filename,cluster
g3vgdw8v.pt,5
vn75sqeu.pt,11
g1ne35wf.pt,5
g0pt02h3.pt,7
70wsdkhl.pt,7
659w8zi7.pt,6
d9pdl3db.pt,2
z0r2mjjz.pt,12
mjwurykz.pt,3
rqen6i19.pt,8
hbqiargm.pt,13
7hrm8xw8.pt,15
3z1hsq5f.pt,6
eo3lktkh.pt,9
xlc8bwdo.pt,7
t1mj65zp.pt,19
nu14l82j.pt,19
8c1rlurx.pt,2
thpvxwf0.pt,19
l44wq46n.pt,9
nc40yid9.pt,9
harialsg.pt,13
t3irsnsf.pt,13
i3mqxl7u.pt,9
leuyvr8x.pt,11
an4w0lh0.pt,17
is972a8h.pt,2
q2vwig3a.pt,19
57rb7sva.pt,11
nznh5qyq.pt,8
1c9bytl1.pt,8
cuj10wby.pt,3
nw4upwve.pt,8
4fdjx17x.pt,11
1ysr60bd.pt,7
sqzjo7xw.pt,8
xxvf794g.pt,15
mixy0sv8.pt,3
hm9qt87k.pt,14
u4nl9jbp.pt,17
ps4uphll.pt,3
xmh8474r.pt,11
u9nirdha.pt,18
3kg9nika.pt,4
0b9rzkzk.pt,6
t0gj68at.pt,12
zkuulbn9.pt,12
9a1y21p3.pt,8
90y3molr.pt,19
hyarna78.pt,3
m27tob07.pt,16
fde8oyb4.pt,15
pgds26d4.pt,12
9i8ummgt.pt,12
kk04e501.pt,5
0c8tdq4t.pt,12
gad93nik.pt,19
zo3lgo6q.pt,6
tbisav5m.pt,20
ag4btggk.pt,12
c6c2mso5.pt,9
0n7yuknd.pt,8
w07sy8ud.pt,9
jvmodfyq.pt,19
ac3s6vo3.pt,4
5vk022zb.pt,2
vnjlwzzm.pt,5
0zktvwbu.pt,3
6yk1nqjt.pt,11
d8t35o8m.pt,8
47m0kfxj.pt,11
7qpfe2ok.pt,6
ejtb5i6k.pt,20
zlxv5skd.pt,11
bq5xux3h.pt,9
jq0tmpn6.pt,20
2j2wavbk.pt,14
v9iihijr.pt,8
1638o2o3.pt,4
ynpu253v.pt,2
u9x1xp3x.pt,14
szo5zigb.pt,9
ak45xddg.pt,20
l3se8gud.pt,20
8wzmj3il.pt,9
4e2l2jsd.pt,4
nye65wba.pt,4
9d8q52ca.pt,8
kf7xb72m.pt,10
k2ea06ng.pt,6
qc2ujlgz.pt,9
yfq47d74.pt,8
meiba0y4.pt,10
uy9u99nr.pt,11
egvu98z2.pt,12
j0bad19m.pt,11
p9ba7xn0.pt,12
h9xqff8m.pt,1
tyroezpe.pt,8
v024529n.pt,6
ftf9x4mg.pt,3
uxp8ml69.pt,13
si95pjz1.pt,9
n78jkqx0.pt,8
6jwj0phs.pt,10
73eimtpn.pt,3
bctvp3ys.pt,0
d56y15io.pt,14
vo8fhwxx.pt,17
si1ego2k.pt,1
uk0gdzl1.pt,17
ysnaglma.pt,19
gxi7vpp2.pt,11
kgh48phr.pt,8
zq6xzfbq.pt,9
kjsd5ub3.pt,8
hxqq2ux7.pt,12
ck50m4iu.pt,6
rjarq2rx.pt,9
rokm6o59.pt,20
koni8tmr.pt,19
p8o9cztm.pt,12
u3qfor12.pt,12
lvl6qs50.pt,11
bzvz4bs3.pt,8
q9d1uu30.pt,17
kvbe3d31.pt,7
ajk3ubf8.pt,5
rlf2x3xm.pt,20
32rtjfnm.pt,6
lhibxpkq.pt,8
330qxs82.pt,20
rr0qrksd.pt,11
v25vp51r.pt,6
d07be0j3.pt,20
hnccpw2t.pt,20
5udctq3g.pt,0
3ws4rggz.pt,4
1m6i35j6.pt,11
3b78jhdr.pt,19
trqycvf8.pt,10
zxzf8gc1.pt,8
okrv7us0.pt,11
vnke5xm8.pt,19
n97cyr0b.pt,9
3oaxkdey.pt,10
bbr7eagz.pt,0
y2onjn9w.pt,1
l8iu2528.pt,10
awh5e4tr.pt,12
l5pev95w.pt,11
5wlxkgma.pt,14
r61l6xu0.pt,7
sxgkpunx.pt,9
qvk5ripg.pt,6
koy111s7.pt,19
y12s0wul.pt,2
50qjmrsy.pt,6
nb45gd3l.pt,7
vua6ajql.pt,18
243kpc45.pt,9
taige6qd.pt,1
wb7xvzro.pt,11
hbfc72xz.pt,12
tav8a84m.pt,19
k4vn7e3h.pt,4
ajo7ckdg.pt,12
91cq4y6e.pt,0
43418psi.pt,14
gfvse2kn.pt,9
mb3mwhu7.pt,1
wxauxru8.pt,4
d92tmlg7.pt,19
l44k5jil.pt,18
0mrp38c8.pt,8
jmrcfe85.pt,3
7lq4yt6e.pt,5
dqu3luex.pt,19
uw7ylsgn.pt,12
ngku9iff.pt,0
d65883be.pt,17
vpahl86l.pt,3
nuubb8wz.pt,8
96uyahel.pt,19
pfn3dayu.pt,20
i0dwheq0.pt,2
re12tstk.pt,3
j70f5zgy.pt,15
37j9lvat.pt,1
nwupr3j6.pt,7
vou0coe3.pt,8
qz5qjiod.pt,3
0qkr8k3g.pt,11
4z2nzfy4.pt,19
9nyahod3.pt,11
0xta4nvc.pt,3
hs5rttt6.pt,14
elpi5lyl.pt,14
shdal58f.pt,14
za1edlwu.pt,8
wpl7kqns.pt,15
l8l80hmk.pt,11
ulrh6zx4.pt,6
dtn1wfir.pt,11
o0sadeh8.pt,5
1njfxy5z.pt,18
hjunpw78.pt,0
vkq3zvxn.pt,14
bqtzu5x8.pt,9
swmdfx6m.pt,14
7udacgg3.pt,6
919vwwz4.pt,7
a6t2hvnx.pt,19
mt3mzuw4.pt,2
7617yvdo.pt,15
czigafig.pt,3
q5sv40sg.pt,5
r07rdtpe.pt,9
3nn1vyl6.pt,6
ll4afd0d.pt,19
vt9x1wzj.pt,5
mqxqkogf.pt,9
olkcgh50.pt,4
3b0txxno.pt,10
puxscbz8.pt,9
kav6vnar.pt,5
2v1o5zik.pt,19
6ifdb8rd.pt,3
ocdt4k7k.pt,2
h58146f1.pt,3
tp7su0ee.pt,4
hyc0ud3d.pt,7
fe899p71.pt,7
0ngnv598.pt,6
t79o16ju.pt,14
4pbfy8s9.pt,12
qlqtx0ez.pt,10
lkig1x6n.pt,0
ywy9g21o.pt,13
umsgdc02.pt,19
bxsnqb4t.pt,18
g7sqkrat.pt,8
zmcpr1fd.pt,5
cg31vec7.pt,6
b4np6406.pt,19
lanrfb4a.pt,20
jkdyky4u.pt,18
weyi2e5w.pt,7
jkoqv35j.pt,0
tvnk4dbt.pt,15
a3tx7t7w.pt,15
mxi6564c.pt,12
n7ul5vth.pt,3
925vr9ld.pt,10
xenjg1xj.pt,3
vk6tcbqy.pt,9
r2vtkg4n.pt,12
11u4m2tz.pt,3
bcmqn9qe.pt,16
v36f2pn5.pt,8
u05g7fws.pt,13
cnjnq3g2.pt,11
xx98d75i.pt,1
o19omf38.pt,11
69yeea66.pt,2
tpaxf6ld.pt,17
j47ojv1g.pt,10
cjlho9d8.pt,11
wg5ymuc9.pt,1
mhixgy3e.pt,7
tshpqveq.pt,3
qp91uvv8.pt,15
het2asa3.pt,2
yefqx5uu.pt,1
2djdnhht.pt,4
7irx1e2a.pt,4
mi2pt1kv.pt,15
ful3a2je.pt,6
3umwx1ja.pt,14
dqp18gyq.pt,19
zfvc0hqh.pt,6
bi6bo3vl.pt,14
nn4we0er.pt,19
lu1n4z7u.pt,11
j357ldjc.pt,11
ahnmylh7.pt,3
gq3x2yh2.pt,12
0f2q0xy6.pt,7
d3kwsqhq.pt,6
ke9ima4n.pt,10
t6gwx1u8.pt,9
p0w41gbg.pt,6
omlv39te.pt,13
bkgh0ksc.pt,19
rzp27anl.pt,20
bt5arnnl.pt,20
srdaem4u.pt,4
2kthf03v.pt,15
k7nr9et3.pt,9
v5ccqw5p.pt,9
5vpkbi80.pt,4
1ey1pirj.pt,1
znb1as3n.pt,9
p59ihgvc.pt,20
0qkrvykq.pt,5
rqo7p4aa.pt,9
5k31bid7.pt,0
t9f6cyef.pt,2
dj9c0l4q.pt,13
ltgxma0l.pt,0
6k7egxje.pt,3
cgmwcs4u.pt,19
uhrdr1dy.pt,8
rhghmjkt.pt,2
v9mb96ws.pt,2
k0uugmyc.pt,13
uk1prk1h.pt,2
6wfx2ea6.pt,8
g9q9i9k4.pt,3
ljgslqtc.pt,20
lyfkydb4.pt,17
v504lq3r.pt,9
g800mvpp.pt,2
vr0eobtv.pt,2
01ji8io2.pt,15
z4al0sw1.pt,11
9fyp3aev.pt,8
ju140a9i.pt,5
3nvnpdeh.pt,20
9wodxb4p.pt,3
b9bg43k5.pt,3
bah6tvm9.pt,18
klrfqyyq.pt,20
ikvh0ui1.pt,18
1h2rjorl.pt,8
e31sm6h0.pt,13
o5sq9nu7.pt,1
zy2qoxlo.pt,11
ahg8nhk8.pt,2
bpils4yp.pt,12
cpn9vte0.pt,3
q2f0myeo.pt,17
8k0sw1ip.pt,0
vgvblfg2.pt,14
v22982ex.pt,8
knq6ttwf.pt,14
panxjd3o.pt,6
0ccqtv3u.pt,1
n3x0f9s7.pt,12
1kt3vwdj.pt,0
3h6amwgr.pt,13
5qu55ks2.pt,6
puiwzzyd.pt,5
8afalswd.pt,10
khziwsqm.pt,13
3vv3wof0.pt,20
pp7npb01.pt,6
rwcbcxst.pt,19
s32xyi98.pt,2
f0smvwz6.pt,12
git0zoaw.pt,14
0z4hcsw7.pt,3
vdmgso51.pt,8
vakgs0p3.pt,0
wn23esr3.pt,14
1pb77brr.pt,7
qyvg02mw.pt,2
y39rd85c.pt,12
uso80wwq.pt,3
c39aha81.pt,15
zj9dsqow.pt,5
iljli2q4.pt,8
pbyce111.pt,14
8zu7pu33.pt,8
r8leif14.pt,2
sruh7fjc.pt,13
v4kdeofi.pt,0
uunv69ld.pt,2
cq3haj92.pt,8
7g6rijv8.pt,2
3xnl7s7a.pt,18
itfievcb.pt,8
n05en03l.pt,7
xdyc2vg3.pt,11
ubsusy0s.pt,11
k2mzjng0.pt,15
y2ro5jn2.pt,20
panqe3f9.pt,9
0dkk4jud.pt,16
tejn2191.pt,1
lwdd6bit.pt,2
ekwn06ah.pt,11
x1xqb69m.pt,14
34ik7cox.pt,8
3s4sm42p.pt,14
1y8mwack.pt,16
p7nwbafh.pt,8
y42pcdwm.pt,14
iqmbxicu.pt,5
gv27ywxl.pt,15
jzhy6q8b.pt,17
7mn2yse5.pt,6
9ge4w6c3.pt,11
v4mo8b8e.pt,5
cbgop26j.pt,19
ajnvxf6v.pt,5
nwrmuiya.pt,8
6y8lmlsz.pt,15
9lm1w9pg.pt,8
xfxb7djh.pt,19
gb877a6l.pt,11
jvfiujs0.pt,20
tgrxa3pl.pt,9
i3jdktlb.pt,17
xdo3sxm6.pt,4
g5046x1w.pt,20
x9bqfvfr.pt,3
7kkhi5ms.pt,11
eu4ing7k.pt,19
q4nnz0hu.pt,18
b0f0f77r.pt,11
a4tn9obf.pt,1
jcxzafix.pt,20
omj3kig2.pt,7
cqf5l95d.pt,3
z7wh36e2.pt,18
y72ykgid.pt,13
pilwp6gv.pt,10
khg6tpix.pt,11
ivs76oqn.pt,7
sseb8go6.pt,8
gcartc1w.pt,14
85uh23v9.pt,0
yk5gipvo.pt,8
w7n3u2u0.pt,15
zzcuust1.pt,11
ic7763pg.pt,13
874hhul9.pt,11
75at910z.pt,12
xm88tci7.pt,15
lclxj6v5.pt,6
u4zct7yr.pt,3
tlzqg4le.pt,6
no4y6pqy.pt,20
vkslp56y.pt,3
u3h6cn06.pt,11
6b6a8fpo.pt,5
7f0z29vb.pt,7
3zh6i1dg.pt,17
rwe4pyx1.pt,1
ugpt9vlg.pt,6
i909cqvc.pt,7
iuiklf76.pt,15
xvufc9z9.pt,8
vdpprp8b.pt,11
4eaieuoi.pt,9
m92wmly9.pt,18
iw37vjq0.pt,15
eo7iaijc.pt,9
s729shph.pt,14
oml35xbf.pt,9
jiufq39a.pt,15
0aozzfjx.pt,5
rj2o4yu0.pt,15
x6gxmtv9.pt,8
hgkh74di.pt,19
r5a5q4jj.pt,12
decv4i2s.pt,6
0b9wozxe.pt,3
7sknw8jk.pt,7
d0ohmm9i.pt,14
40vro2bz.pt,2
tk6axqj9.pt,4
nwcrlv69.pt,11
tt4byqqt.pt,14
oq773aon.pt,2
zckak1wg.pt,6
hcefwrk0.pt,8
qjbfvtln.pt,8
72xdng0h.pt,8
jbc03oh0.pt,9
ekjs7dnv.pt,4
k6uecpwi.pt,2
w3ae2e35.pt,17
7oesw7ai.pt,5
4bnec4k8.pt,8
cxfkdo1m.pt,4
9opkazpt.pt,13
txp6xe0a.pt,11
508sud4e.pt,11
ja8kqbyb.pt,10
7bvpt0z1.pt,8
2ngrs8su.pt,9
iipize7d.pt,9
ex5dpio2.pt,11
6t0ktedg.pt,15
jggg75rq.pt,8
t2m4vnxw.pt,15
hpmav55e.pt,18
fumljqjh.pt,11
3lpk7hhw.pt,13
unhdf1zy.pt,15
261jhi4g.pt,14
3h5zjsew.pt,1
83eokwvn.pt,4
zn24x9xt.pt,7
zjsgww9d.pt,20
pba7ob9o.pt,3
h8bv3snt.pt,20
d659qcfb.pt,8
4l216o6d.pt,12
jimekwmw.pt,7
s0fdsf31.pt,13
mag32uq3.pt,20
wukvt6q4.pt,15
dq0nnl13.pt,4
ls3jx0ia.pt,11
j1ei6w77.pt,11
0nkq1d90.pt,6
xpagbwhr.pt,3
g34zyzdi.pt,3
hk30qgs6.pt,7
k62yku91.pt,2
uujv7hgm.pt,14
r5poyudl.pt,11
fi2sf8ks.pt,19
xan0at8b.pt,9
u7dbbgo6.pt,20
c1mmwfnn.pt,6
4p9g5lw1.pt,15
g3us3ov8.pt,9
esxqqht3.pt,5
8jbxosbk.pt,8
463yw4ps.pt,11
40e3648f.pt,6
boo8bm7j.pt,0
51x9m5sw.pt,3
kpudgula.pt,20
6lu28spi.pt,9
demr5lez.pt,11
qxfyyhu5.pt,1
e05x51dl.pt,6
bhqlq4jk.pt,8
lfsny4i6.pt,13
6vqpgce0.pt,0
5kx2e9wc.pt,4
7v7qpbv6.pt,5
havqn4g6.pt,7
jm696rh7.pt,17
j77z2beb.pt,20
plihypy9.pt,12
7gnw27xw.pt,7
mwjz98my.pt,1
xmzofu42.pt,11
lww50ql9.pt,12
2vg9jzrn.pt,8
ggh50fsd.pt,11
668ufanc.pt,7
arfkclnw.pt,19
pyfmx2ml.pt,4
1p4e67xv.pt,8
gv4o0qdw.pt,7
0pmb53if.pt,3
mb7wtqn5.pt,19
xnm6reqo.pt,11
8431ax6l.pt,14
v1bmezan.pt,15
h9yn499w.pt,20
dexk5n0q.pt,18
7vu7he32.pt,10
qhhtev6b.pt,17
u26wj0d2.pt,5
j4caemz5.pt,14
voboapp3.pt,13
0un60cnv.pt,8
qoija4px.pt,5
3xji91vu.pt,9
mv5ocz8r.pt,2
4hm0fbjr.pt,2
goj5sanz.pt,6
1u1ck0f7.pt,12
ogk0g67z.pt,6
3j6obw1k.pt,7
wb7x7d8l.pt,5
kitdp5pj.pt,10
hvaw6kx6.pt,12
gib0bx92.pt,6
zh361le9.pt,3
99yciwcr.pt,17
hq65wpxa.pt,6
1weq0lqi.pt,6
kl6yszjb.pt,14
w3u18z9v.pt,17
co5nyeo6.pt,3
49lvjwbc.pt,1
30pm48gy.pt,8
jb0q9ejd.pt,8
4uzktxck.pt,6
0okgwkov.pt,18
zej3og9g.pt,11
gkc2p2xc.pt,13
3wh99a5s.pt,12
q1vt9g1m.pt,7
j6syup15.pt,18
ofkdirld.pt,9
ltwikgka.pt,11
hfoqxzlx.pt,5
bafuf0ph.pt,1
m7pz7hm6.pt,20
v7g0ri02.pt,3
d7i2xb1a.pt,3
5wsf1xs8.pt,6
dt24n0ok.pt,2
1an3akif.pt,0
7yf70dvl.pt,0
c7uilqog.pt,13
headhueo.pt,8
h6g23xuc.pt,9
uazwls4b.pt,17
i17db3gx.pt,20
ks4lhuh6.pt,15
nyuk5ltf.pt,15
xza19y3g.pt,0
pfhdk18x.pt,10
9nrnvg5b.pt,9
002ojjl6.pt,1
6vvq966p.pt,19
587c8uxn.pt,12
hqv06lsl.pt,12
t6d1kxs9.pt,7
2pe0wh8c.pt,4
iphzs15n.pt,19
rcfzopre.pt,6
3dplf2s7.pt,2
gaf0226n.pt,11
kgfel6ku.pt,18
hcqqayex.pt,18
6t3qsw1q.pt,7
fpuc1cyq.pt,4
nzmjneen.pt,11
ag41nz28.pt,18
e6zg0jja.pt,13
vidc00uk.pt,2
70jhajyt.pt,18
hpptrpti.pt,4
znpvevks.pt,0
fwx7hku0.pt,17
avlou7vo.pt,14
qbler7pw.pt,7
0mgcr0tn.pt,5
tq69592z.pt,3
o1h7ryv6.pt,1
exb7e0bg.pt,19
dufgu1um.pt,20
wucwthk5.pt,6
0ing0km8.pt,2
6u4aw2fc.pt,2
wqdntf2j.pt,11
ggf8o36t.pt,14
l583ce58.pt,1
u3vk0b59.pt,5
yj4funxn.pt,4
95qbriy7.pt,17
mu9idv1u.pt,14
8c8aivme.pt,19
64101m05.pt,11
1l2cv4hd.pt,5
z34ofcbn.pt,7
egndjbfz.pt,3
l26guxu6.pt,14
4f4ianig.pt,4
rgpt91tm.pt,4
e22l6ibe.pt,14
6a8jd0m1.pt,14
1ekj7n3l.pt,1
ezflddig.pt,8
x3mdu03o.pt,0
cbamrpqi.pt,10
rc7kd2ub.pt,5
o4rbt23x.pt,1
umb3pv82.pt,9
wh5yc6vs.pt,8
s2yzlw9e.pt,19
pw7q97t1.pt,19
1lz12rco.pt,17
opdp32rx.pt,19
c8lfbeto.pt,4
bas0p2nx.pt,0
nfuh65j1.pt,16
ze1sf1w5.pt,9
h6u19d4f.pt,13
dzk7sv75.pt,17
r4rlusnu.pt,18
ri4r6ytx.pt,6
xs3lz22u.pt,0
c4dx3g42.pt,18
2tb5hujg.pt,9
eqgtp4lv.pt,3
030ec6l6.pt,11
qrihgzid.pt,20
cf46oo8y.pt,9
pl4tkd8p.pt,3
vgfg2omu.pt,3
sovfybsf.pt,8
43miekrd.pt,12
l5my51et.pt,5
lp31m6vu.pt,9
83pz0z71.pt,1
bp2l8wy3.pt,13
s2ht441u.pt,6
st6twar5.pt,11
k4e4xjfc.pt,0
lzr0v56s.pt,2
ydlqyezb.pt,19
vrx7i5e9.pt,11
lfo9eta1.pt,12
lkdxc955.pt,18
hi6lsol1.pt,2
6vilrzg3.pt,5
ur0n2zd3.pt,15
gxrkh13v.pt,6
9j81acm6.pt,17
u97kldsi.pt,11
26yudkak.pt,2
pa86xd9f.pt,8
n9ue6jhb.pt,20
5jzb4nzd.pt,9
yksx5dy9.pt,10
umdhit6o.pt,18
xct7vwrl.pt,16
k57haqkq.pt,13
j76qw2u3.pt,8
aqx8sgxp.pt,12
xdng62fc.pt,7
qdcnkdf6.pt,3
xu13b1jo.pt,6
f5vf84ct.pt,3
b063ngu6.pt,13
bgmx9jbu.pt,2
w6vwwtea.pt,1
mcg2r2kq.pt,9
95pt3889.pt,11
b7pvx925.pt,12
inm1593n.pt,4
wg3xz5zg.pt,19
3626bu3d.pt,13
bslsre0c.pt,15
mzeh6bos.pt,4
ma33i3z7.pt,12
3duafqkd.pt,10
p3s1mk8e.pt,2
grqa5lsj.pt,11
xcnwadvg.pt,11
zjhegyyk.pt,11
xa2zf2kh.pt,8
tm1wzeyy.pt,11
ifbukg4e.pt,9
h404d4qo.pt,12
vlgkfj1o.pt,11
74ev5pid.pt,3
ev7ut59x.pt,2
1epc5glo.pt,3
mfhchmze.pt,3
230skwjl.pt,7
mdfkqxv8.pt,13
2vxjw0pp.pt,6
bhwubqbg.pt,18
ow2q5u9f.pt,0
pc2p5rjr.pt,9
1w4mtkpr.pt,3
3f34st3o.pt,18
3ft8rn22.pt,2
b3ryznkl.pt,6
zwiycvmw.pt,19
9rb7tg51.pt,7
ytrg60ym.pt,6
snm2zg0o.pt,5
dg8tgbv6.pt,20
3lgs3n2v.pt,0
3ozgd66q.pt,4
mmqmssvw.pt,9
puhrgehp.pt,14
fn7ql685.pt,11
u70qzs9e.pt,19
uvcy4c28.pt,18
ykk9xfg1.pt,7
ze4fspba.pt,15
o59odap9.pt,5
be5nsrft.pt,14
qpx3ar8r.pt,8
vly07jjx.pt,10
iq3kdaab.pt,13
laeade9k.pt,9
9ik8bov5.pt,8
ggd63oks.pt,12
rgj88t6u.pt,0
tru2cf87.pt,9
fx491mut.pt,5
voks0cdo.pt,19
sicpjl4c.pt,11
d8ch8cmk.pt,8
mijo8g6s.pt,5
mv2o0bmx.pt,10
r9tl4k36.pt,20
4bgt9q2o.pt,10
u916gyjo.pt,17
ngd6bcgx.pt,4
cex4rgba.pt,12
t8c3wsiw.pt,9
7cbje20e.pt,0
fe6pshbi.pt,0
zr6m5mw9.pt,11
1cbwmxsp.pt,5
ikjkgol9.pt,15
dq8rc9vh.pt,7
4zqzdzr9.pt,15
uo5xhg8j.pt,15
xprr7bxr.pt,17
cs9u52ym.pt,13
po7umnat.pt,8
1vk4ny3l.pt,15
cs5aqnal.pt,4
hl0te9ul.pt,4
lgne5zxz.pt,5
7bmaimmy.pt,12
sta84ejz.pt,12
329fg04n.pt,3
t1jyldwp.pt,14
ul02upkl.pt,20
habveulw.pt,11
srf55pqn.pt,18
eonz8dei.pt,14
nqt0dfvc.pt,5
lae5qsnd.pt,6
v0ejpckl.pt,6
m344c4uc.pt,7
uxxdg7j9.pt,8
jzb5a251.pt,13
xxrzd5a7.pt,3
4uh91wbd.pt,6
msm1ph76.pt,0
g4w9dd19.pt,15
4rbup5ca.pt,12
4pw5hgwr.pt,8
6j8qd1tu.pt,12
j4rn440i.pt,19
yjn3ghqp.pt,8
cp691322.pt,8
90zgrgfn.pt,9
fv18jsyk.pt,18
6nnm806p.pt,15
bpc2c9lt.pt,6
gdhin6na.pt,0
m57hayf6.pt,18
ystul4xt.pt,17
inkvp955.pt,9
q7tu1okr.pt,6
66chbm8z.pt,10
zngpojdb.pt,9
2txi6z5v.pt,17
f1b9uah6.pt,11
jff6m71n.pt,3
der6piej.pt,20
tfsspewh.pt,14
rxiedxo4.pt,17
x2pwo5rc.pt,8
mdl08cby.pt,4
ft5og216.pt,0
14gjf9y1.pt,3
zfvgf4z0.pt,9
j4nuveyf.pt,1
ywn2ydwm.pt,8
jqd75za7.pt,1
ly1rmia2.pt,19
joczhthc.pt,14
5vopgacz.pt,5
xj9vry0z.pt,9
zca07miv.pt,19
13chajbb.pt,18
fng9u03w.pt,16
xo5fqmyz.pt,20
f8t24ho2.pt,18
kn674cbv.pt,6
aytnwptw.pt,15
oxaizlbs.pt,3
prnn935h.pt,17
mptz5pty.pt,8
9flqsg1d.pt,4
0hoplsoh.pt,7
4m3g8t39.pt,0
txjgkny8.pt,16
rtq4ybmr.pt,19
hc7cr6e6.pt,9
ljtlna7m.pt,0
2tg1s7ol.pt,1
98fef2ng.pt,4
wiuunj18.pt,3
3cnly8kh.pt,15
3bq78uf0.pt,5
okgl41qs.pt,18
bhif70tm.pt,11
32vj650u.pt,0
s2rkzqlt.pt,3
2llqeujs.pt,0
uv606r3g.pt,5
lk8oqgx7.pt,1
k1sjfqdq.pt,3
qumnie29.pt,4
50cezobs.pt,3
yrr2x0id.pt,18
n6l8ltm8.pt,10
ea2945jo.pt,13
yeam557t.pt,9
cul8u64v.pt,1
ep8ssz5o.pt,14
oaowvu01.pt,12
govzccl1.pt,10
1v8rm0sg.pt,3
lqkm1gv4.pt,8
y7sxhlwt.pt,12
bvljumo0.pt,11
frik82b3.pt,2
v6hh29k3.pt,19
6ovg24gw.pt,4
8oc0k4kw.pt,4
fow0hmoi.pt,4
wyqet0bz.pt,9
mezz86lq.pt,9
hmyne10e.pt,19
r9hhidky.pt,1
ju9nxukz.pt,4
i8j3rxom.pt,10
4a4zi6bp.pt,7
c60o3ocp.pt,13
o5nze77n.pt,5
8rwoln70.pt,6
aag5gpez.pt,7
qq69sljz.pt,8
aq1qzvfc.pt,19
p7l3eby4.pt,6
rh8q8zl1.pt,8
yzovtcvq.pt,8
rbb5usod.pt,6
m85hhy0w.pt,11
kop63mjk.pt,1
l4m8rvum.pt,1
ud7im6op.pt,20
rvv8gxlb.pt,13
e67awzjw.pt,8
7yd56t8u.pt,6
thigcsd3.pt,3
31z2bdd9.pt,12
xxyl3bt3.pt,3
44ge9tij.pt,9
bic2zgx7.pt,9
jpzy3h26.pt,7
nrpplnxa.pt,19
zc1snbr4.pt,11
ljyyddaj.pt,8
fsebiwgf.pt,6
2m82gbek.pt,13
dne4rh8v.pt,18
ptjl0las.pt,17
qwdlfkey.pt,20
gslx54nd.pt,8
05fgym44.pt,17
797wo4zo.pt,4
5mw5vcvy.pt,6
9mrynujl.pt,15
63pznsr5.pt,0
cupgvpri.pt,0
1r8lxai6.pt,1
zkjr5uw0.pt,12
5s6q3am0.pt,17
ds2v0xbr.pt,7
2so0su2r.pt,2
na16zy79.pt,15
9vnhpdzo.pt,7
5vptqehq.pt,8
6fngxbic.pt,14
epw7msnf.pt,9
b6vmlyjh.pt,14
k99psd7r.pt,19
4ll0zbhu.pt,13
h4fxfm0v.pt,7
t7csjhkj.pt,14
58el8mx6.pt,3
r9svfeec.pt,3
wjxx5jsp.pt,16
bk95m0v1.pt,2
bg7f2g18.pt,6
jclc4fdo.pt,19
w8le39j2.pt,13
pf6oyi6c.pt,5
nt5eshzr.pt,11
od38ji2o.pt,11
02vexi3e.pt,10
3vp60grc.pt,6
53brmwmz.pt,2
uzew48w0.pt,3
xs3jseqw.pt,11
guyk98qr.pt,2
7p9cfbat.pt,2
5wc2qtsr.pt,9
t0qf90du.pt,11
m9rg290z.pt,8
fzl84os2.pt,1
c3nnzl11.pt,19
qwrhthci.pt,13
40fk3a0t.pt,3
2akoqlok.pt,3
zbqk6xrl.pt,18
wbczfjan.pt,20
oq77nr2n.pt,18
wr7hp6an.pt,7
sfjw3bop.pt,5
me2a4t44.pt,11
jrxpp21t.pt,14
nrm48nen.pt,1
2hjqtsnm.pt,2
sp3zzj0v.pt,4
zjdun7jk.pt,5
hsm59u56.pt,5
e8zx6j33.pt,17
92b2ojkq.pt,11
a2p0khjh.pt,20
rg88ubf9.pt,12
xt1yh9bk.pt,16
q1zddwmx.pt,6
zryke3xp.pt,8
qwnt8see.pt,11
n5u1gstn.pt,9
a3yia9oa.pt,3
bj0ad8bg.pt,3
8mw19ldi.pt,9
0vm6c9x9.pt,20
7ivlfyn5.pt,14
bbsi0dht.pt,12
qkoqcrzy.pt,11
c231auj8.pt,16
heq0rizy.pt,6
j4yhthst.pt,11
9syq7c5c.pt,9
fs33a215.pt,14
ka4xig9x.pt,11
x2miofn7.pt,9
ejfqn4ff.pt,18
9seokxrb.pt,10
99cj907t.pt,7
91hwumba.pt,20
ho4iirjk.pt,5
bykobck0.pt,13
i1z5t4n3.pt,9
h3f4tfy7.pt,9
wqck9qmk.pt,10
n9qeigie.pt,16
rmzczp3r.pt,14
urb35zi0.pt,10
p5jvdgnz.pt,14
6vgdj2o4.pt,3
fk2xghvl.pt,15
1lv0ki1d.pt,9
wudacaav.pt,11
6gidlzws.pt,14
j73ov20j.pt,20
rwsdmwpj.pt,15
lzcgj256.pt,15
1yjkegki.pt,7
zscdzoev.pt,11
5xktr5up.pt,6
6vyv6ppz.pt,11
4xtdfpec.pt,7
rgkhl71x.pt,8
fzho5s8a.pt,13
20rw969r.pt,3
r9fonvf6.pt,1
x2cikhqx.pt,20
z3cwt1bm.pt,8
57d9j1c0.pt,14
pan4zove.pt,19
h9v0d6ei.pt,18
9f0xwl8h.pt,14
p4qyx6sy.pt,13
10nsnk6j.pt,6
fzcfy98l.pt,0
s9q88rte.pt,12
oxu3mfpw.pt,13
7acnhc13.pt,15
kayxz5ju.pt,4
yie4qlbj.pt,11
5aqln5ze.pt,0
sbhdantc.pt,3
s9k6pn1n.pt,9
sqqyv5kb.pt,17
cse1qe6b.pt,20
25hffvp7.pt,15
1y096j65.pt,4
